"X" "chr" "start" "end" "strand" "gene.name" "center" "loci_group" "OR_cluster" "class"
"1376" 936837 "chr9" 39465801 39471944 "-" "Olfr955" 39468872.5 "chr9_3" "OR-Cluster-66" "II"
"1377" 936857 "chr9" 39473772 39474638 "-" "Olfr956-ps1" 39474205 "chr9_3" "OR-Cluster-66" "II"
"1378" 936860 "chr9" 39481786 39493995 "-" "Olfr44" 39487890.5 "chr9_3" "OR-Cluster-66" "II"
"1379" 936890 "chr9" 39510234 39515809 "-" "Olfr957" 39513021.5 "chr9_3" "OR-Cluster-66" "II"
"1380" 936909 "chr9" 39547958 39554054 "-" "Olfr958" 39551006 "chr9_3" "OR-Cluster-66" "II"
"1381" 936938 "chr9" 39569383 39575569 "-" "Olfr959" 39572476 "chr9_3" "OR-Cluster-66" "II"
"1382" 937093 "chr9" 39610655 39615927 "+" "Olfr148" 39613291 "chr9_3" "OR-Cluster-66" "II"
"1383" 937110 "chr9" 39621373 39624205 "+" "Olfr960" 39622789 "chr9_3" "OR-Cluster-66" "II"
"1384" 937132 "chr9" 39645085 39649556 "+" "Olfr961" 39647320.5 "chr9_3" "OR-Cluster-66" "II"
"1385" 937149 "chr9" 39658301 39658742 "+" "Olfr962-ps1" 39658521.5 "chr9_3" "OR-Cluster-66" "II"
"1386" 937152 "chr9" 39667205 39670783 "+" "Olfr963" 39668994 "chr9_3" "OR-Cluster-66" "II"
"1387" 937168 "chr9" 39686029 39686942 "-" "Olfr964-ps1" 39686485.5 "chr9_3" "OR-Cluster-66" "II"
"1388" 937173 "chr9" 39700518 39707117 "-" "Olfr149" 39703817.5 "chr9_3" "OR-Cluster-66" "II"
"1389" 937190 "chr9" 39711353 39720614 "+" "Olfr965" 39715983.5 "chr9_3" "OR-Cluster-66" "II"
"1390" 937217 "chr9" 39723965 39724541 "+" "Olfr966-ps1" 39724253 "chr9_3" "OR-Cluster-66" "II"
"1391" 937220 "chr9" 39730978 39738456 "+" "Olfr150" 39734717 "chr9_3" "OR-Cluster-66" "II"
"1392" 937238 "chr9" 39746249 39751493 "+" "Olfr967" 39748871 "chr9_3" "OR-Cluster-66" "II"
"1393" 937254 "chr9" 39768776 39783253 "-" "Olfr968" 39776014.5 "chr9_3" "OR-Cluster-66" "II"
"1394" 937274 "chr9" 39790945 39796635 "+" "Olfr969" 39793790 "chr9_3" "OR-Cluster-66" "II"
"1395" 937290 "chr9" 39808860 39820997 "+" "Olfr970" 39814928.5 "chr9_3" "OR-Cluster-66" "II"
"1396" 937322 "chr9" 39836876 39841281 "+" "Olfr971" 39839078.5 "chr9_3" "OR-Cluster-66" "II"
"1397" 937338 "chr9" 39866422 39874651 "+" "Olfr972" 39870536.5 "chr9_3" "OR-Cluster-66" "II"
"1398" 937365 "chr9" 39907336 39912732 "+" "Olfr229" 39910034 "chr9_3" "OR-Cluster-66" "II"
"1399" 937384 "chr9" 39937501 39945170 "+" "Olfr974" 39941335.5 "chr9_3" "OR-Cluster-66" "II"
"1400" 937401 "chr9" 39948131 39952046 "-" "Olfr975" 39950088.5 "chr9_3" "OR-Cluster-66" "II"
"1401" 937417 "chr9" 39954139 39961133 "-" "Olfr976" 39957636 "chr9_3" "OR-Cluster-66" "II"
"1402" 937450 "chr9" 39973879 39974821 "-" "Olfr977-ps1" 39974350 "chr9_3" "OR-Cluster-66" "II"
"1403" 937455 "chr9" 39992113 39995095 "+" "Olfr978" 39993604 "chr9_3" "OR-Cluster-66" "II"
"1404" 937471 "chr9" 39998003 40003465 "-" "Olfr979" 40000734 "chr9_3" "OR-Cluster-66" "II"
"1405" 937488 "chr9" 40004348 40009582 "-" "Olfr980" 40006965 "chr9_3" "OR-Cluster-66" "II"
"1406" 937504 "chr9" 40021464 40030377 "+" "Olfr981" 40025920.5 "chr9_3" "OR-Cluster-66" "II"
"1407" 937536 "chr9" 40073829 40079404 "+" "Olfr982" 40076616.5 "chr9_3" "OR-Cluster-66" "II"
"1408" 937544 "chr9" 40086908 40093595 "-" "Olfr983" 40090251.5 "chr9_3" "OR-Cluster-66" "II"
"1409" 937563 "chr9" 40096515 40114206 "-" "Olfr984" 40105360.5 "chr9_3" "OR-Cluster-66" "II"
"1410" 937597 "chr9" 40126308 40130184 "-" "Olfr985" 40128246 "chr9_3" "OR-Cluster-66" "II"
"1411" 937628 "chr9" 40180920 40190134 "+" "Olfr986" 40185527 "chr9_3" "OR-Cluster-66" "II"
"1412" 1736838 "chrX" 49672333 49684825 "+" "Olfr1320" 49678579 "chrX_1" "OR-Cluster-67" "II"
"1413" 1736869 "chrX" 49723577 49735059 "-" "Olfr1321" 49729318 "chrX_1" "OR-Cluster-67" "II"
"1414" 1737018 "chrX" 49882991 49891483 "-" "Olfr1322" 49887237 "chrX_1" "OR-Cluster-67" "II"
"1415" 1737037 "chrX" 50005448 50019359 "-" "Olfr1323" 50012403.5 "chrX_1" "OR-Cluster-67" "II"
"1416" 1737082 "chrX" 50420998 50428498 "-" "Olfr1324" 50424748 "chrX_1" "OR-Cluster-67" "II"
"1417" 1749099 "chrX" 74569153 74574888 "-" "Olfr1326-ps1" 74572020.5 "chrX_2" "OR-Cluster-68" "II"
"1418" 1749111 "chrX" 74592679 74597578 "+" "Olfr1325" 74595128.5 "chrX_2" "OR-Cluster-68" "II"
"1419" 1749210 "chrX" 74762045 74762879 "-" "Olfr1327-ps1" 74762462 "chrX_2" "OR-Cluster-68" "II"
